	CXD_1412_FDSW210423229-1r-1	CXD_1414_FDSW210423231-1r-1	CXD_1610_FDSW210423242-1r-1	CXD_1613_FDSW210423245-1r-1	CXD_1611_FDSW210423243-1r-1	CXD_1612_FDSW210423244-1r-1	CXD_1604_FDSW210423236-1r-1	CXD_1609_FDSW210423241-1r-1	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	WZ11_L1	WZ1_L1	WZ3_L1	WZ14_L1	WZ5_L1	WZ10_L1	NB2_FDME210455353-1r	NB1_FDME210455352-1r	NB7_FDME210455358-1r	NB15_FDME210455366-1r	NB4_FDME210455355-1r	NB6_FDME210455357-1r	NB11_FDME210455362-1b	NB12_FDME210455363-1r	DD3_FDSW220008390-2r	DD15_FDSW220008402-2r	DD1_FDSW220008388-1r	DD13_FDSW220008400-2r	DD5_FDSW220008392-2r	DD9_FDSW220008396-1r	DD7_FDSW220008394-1r	DD11_FDSW220008398-1r	YC11_FDME220007415-1r	YC5_FDME220007409-1r	YC3_FDME220007407-1r	YC13_FDME220007417-1r	YC9_FDME220007413-1r	YC15_FDME220007419-1r	YC1_FDME220007405-1r	YC7_FDME220007411-1a	ZH1_FDSW220008784-1r	ZH5_FDSW220008788-1r	ZH9_FDSW220008792-2r	ZH3_FDSW220008786-1r	ZH13_FDSW220008796-2r	ZH15_FDSW220008798-2r	ZH7_FDSW220008790-1r	ZH11_FDSW220008794-2r	BH10_FDSW220017130-1r	BH2_FDSW220017122-1r	BH4_FDSW220017124-1r	BH14_FDSW220017134-1r	BH15_FDSW220017135-1r	BH8_FDSW220017128-1r	BH6_FDSW220017126-1r	BH12_FDSW220017132-1r	DY7_FDME210438605-1r	DY2_FDME210438600-1b	DY10_FDME210438608-1r	DY13_FDME210438611-1b	DY15_FDME210438613-1r	DY6_FDME210438604-1r	DY11_FDME210438609-1r	SY9_FDME210455405-2a	SY12_FDME210455408-1r	SY15_FDME210455411-2a	SY3_FDME210455399-2a	SY13_FDME210455409-2a	SY7_FDME210455403-2a	SY11_FDME210455407-1r	ST1_FDME220007465-1r	ST9_L1	ST13_L1	ST15_L1	ST7_FDME220007471-1r	ST10_L1	ST3_L1	ST12_L1	XM12_FDME220007446-1r	XM2_FDME220007436-1r	XM15_FDME220007449-1r	XM6_FDME220007440-1r	XM8_FDME220007442-1r	XM4_FDME220007438-1r	XM10_FDME220007444-1r	XM14_FDME220007448-1r	LYG13_FDME210455394-1a	LYG3_FDME210455384-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	LYG1_FDME210455382-1r	LYG5_FDME210455386-1r	LYG11_FDME210455392-2r	CXD_1414_FDSW210423231-1r	CXD_1015_FDSW210423187-1r	CXD_1214_FDSW210423201-1r	CXD_1213_FDSW210423200-1r	CXD_1415_FDSW210423232-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_1604_FDSW210423236-1r	CXD_1408_FDSW210423225-1r	CXD_1609_FDSW210423241-1r	CXD_1401_FDSW210423218-1r	CXD_0801_FDSW210423161-1r	CXD_1402_FDSW210423219-1r	CXD_1610_FDSW210423242-1r	CXD_1613_FDSW210423245-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_0215_FDSW210423217-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0204_FDSW210423206-1r	CXD_0807_FDSW210423167-1r	CXD_0805_FDSW210423165-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1003_FDSW210423175-1r	CXD_1215_FDSW210423202-1r	CXD_1202_FDSW210423189-1r	CXD_1001_FDSW210423173-1r	CXD_1201_FDSW210423188-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_1203_FDSW210423190-1r	CXD_1412_FDSW210423229-1r	A1-20-normal	B5-40-normal	B5-80-normal	A3-60-normal	B1-60-normal	A5-60-normal	B3-80-normal	C3-80-normal	C3-60-normal	A3-80-normal	B3-60-normal	C1-60-normal	A5-40-normal	C3-40-normal	C1-40-normal	B1-80-normal	A3-20-normal	C5-40-normal	C1-20-normal	B3-40-normal	B5-20-normal	C5-60-normal	A1-100-normal	A1-60-normal	A1-80-normal	C1-80-normal	B5-100-normal	C5-100-normal	A3-100-normal	A5-80-normal	C5-80-normal	C3-100-normal	A1-40-normal	C1-100-normal	A5-100-normal	B3-100-normal	B1-20-normal	B1-40-normal	A5-20-normal	C5-20-normal	C3-20-normal	B3-20-normal	B5-60-normal	A3-40-normal	B1-100-normal
LN_DD_2021_06_15_bin_10	1.616319063	4.028984328	4.460818405	4.717143744	3.315789704	3.525035644	6.025356394	1.671133105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.24731671	31.78598444	4.685167095	3.345242334	3.606293208	5.424886144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.028984328	0.956594204	2.466501246	4.425822442	8.370338762	0.87198651	0	0	6.025356394	1.575191515	1.671133105	0.937832412	0	2.276007648	4.460818405	4.717143744	3.315789704	3.525035644	0	0	0	0	0	0	0	1.176442813	1.673828529	0.845476453	0	0	0	0	3.128266157	1.034195714	0	1.616319063	0	0	2.300881114	0.81259874	1.135072584	0	0	0	0	0	0	0	1.504793034	0	1.49591529	1.701102825	1.019214711	0	1.115571085	1.301343103	2.398785929	0.972209525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.125203002	0.918313027	0	0.858937635	1.351238811	1.417171909	0.876751397	0	1.044574233
LN_DD_2021_06_15_bin_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.90259242	55.64899041	16.46468566	8.139704182	8.294731761	9.067520623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.02027057	10.57399387	6.985880629	7.40684719	10.92959345	10.05708452	7.317092267	13.63153593	0	0	0	0	0	0	0	0	0	0	0	0.813338658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.143303488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_6	0	0	0	0	0	0	0	0	0	0	0.942548652	0	0	0	0	0	0	0	0	0	0	0	0	0	7.807182709	14.57908663	54.87980837	23.06945999	42.10690708	44.66219644	27.52607571	19.42653708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.91397714	18.09034075	24.3678679	31.44762225	11.82975306	18.01184934	39.25455363	14.75790612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LN_DD_2021_06_15_bin_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37306653	12.64350656	9.603728924	12.26703249	5.161149954	7.589334939	6.73065197	11.08765411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_DY_2021_06_15_bin_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.749230901	4.466728753	4.009756716	4.076197346	3.715551314	30.22570978	33.34327065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_DY_2021_06_15_bin_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.83886519	5.693106012	6.467192907	6.774973206	8.056335861	6.619487906	1.489444021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_11	0	0.876172575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.876172575	3.126632539	2.128408905	6.113308509	0	0	0.845943631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.945407223	0	0	0	0	0	0	0	0	3.871969083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_12	1.05116113	3.230381387	6.285862235	4.353626476	6.017660742	5.720390938	2.990598981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.230381387	3.110828713	3.340762806	5.733210525	5.231260202	1.016893984	0	0	2.990598981	0	0	0	0	1.277161213	6.285862235	4.353626476	6.017660742	5.720390938	0	0	0	0	1.843862709	0	0	2.199308953	2.32119601	1.823266215	1.229311933	1.150315491	0	1.224819377	0	0	1.930071525	1.05116113	0	1.231679503	2.267048535	1.555941865	2.021635111	1.212920384	1.376406965	1.150168773	1.204424034	2.052372147	1.069548785	0	1.936626621	1.645695718	2.777176782	3.612550684	1.305614411	0.990055426	2.510027377	2.078499511	2.370655849	1.53448501	0	1.05375324	0.822668001	0	0	0.826044914	0	0	0.728014791	0	1.015785239	1.244547755	1.250766854	0.95639958	2.216797127	1.985974161	2.86487682	2.685229725	3.350196212	2.890655537	2.596772287	1.376636226	0
SD_QD_2020_06_15_bin_13	2.538617048	4.286446414	2.401820142	1.863219789	2.870918518	2.152158603	2.591631956	1.639728879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91348931	1.252810332	0	1.332431043	2.670973122	3.40822647	4.286446414	4.391166489	3.415846834	4.356655289	4.109209138	2.169646975	1.226862823	1.171726037	2.591631956	1.209434935	1.639728879	0.970156552	0	0.951811675	2.401820142	1.863219789	2.870918518	2.152158603	0.999378443	0	0	0	1.358401956	1.118462212	1.072119994	1.795243092	1.748179855	1.588495416	1.631302053	1.320783393	1.131418823	1.402071145	2.243243124	1.136675403	2.453647354	2.538617048	1.008618017	3.388146305	2.867704896	2.758599747	3.502304055	2.814627477	1.90878668	2.895248328	2.780048759	3.2764996	2.393086121	1.998497589	3.869869207	3.376787457	4.484334632	4.563431716	3.076810606	2.95793547	4.297513085	3.7909352	4.849200099	3.415789989	1.205026484	2.059271112	1.414544995	2.415527815	0.968647326	1.393525666	1.973736433	1.130081801	1.199327921	2.059097263	2.136431509	2.215888	1.197653566	1.176903964	1.774208058	2.190910546	2.062863997	1.690492939	1.866233672	1.930546879	1.993148576	1.907789567	1.785026764
SD_QD_2020_06_15_bin_14	0.948091146	0	2.312703438	1.473446934	2.463298086	1.292050754	1.366306367	0.823380871	0	0.835262607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.058680267	0	1.597318333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.425988783	3.24255008	2.53117913	2.529655105	0	0	1.366306367	3.283881818	0.823380871	1.144526231	0	0.959633871	2.312703438	1.473446934	2.463298086	1.292050754	1.225722602	0	0	0	0	0	0	0	0	0	1.180230754	0	0	0	1.442295096	1.323041985	1.548545579	0.948091146	1.16890254	6.295610033	5.155800761	7.557330108	7.343682515	4.839172293	5.013850406	4.831495056	4.698911914	7.231989707	4.418302183	4.033007905	5.576464391	3.566830533	6.981834626	7.982774577	4.473152352	3.941288472	6.401122032	5.223122346	6.361859761	4.422856276	3.312379053	4.898005268	4.095368807	4.836739759	3.038107145	3.148314345	5.511580622	5.277062047	3.550914405	4.640993276	4.056460002	3.667622466	3.052644368	3.338807932	4.602301502	4.823913372	3.539505854	3.244622142	3.660616911	3.762068206	3.986775843	4.825559798	3.514805442
SD_QD_2020_06_15_bin_20	2.479248777	9.293618501	1.009632745	1.23379651	1.290486143	0.88518506	0	0.950464002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.293618501	5.675569366	5.630159494	5.527081557	7.577364558	1.410924088	2.373342848	1.173385011	0	0	0.950464002	0	1.387991109	0	1.009632745	1.23379651	1.290486143	0.88518506	0	0	0	0	3.157140354	7.883133113	2.380680181	2.938090707	3.473485178	2.120924513	3.726526762	1.883777278	2.145355895	2.452156158	1.850079279	0	1.409192887	2.479248777	0	5.230338118	5.511586014	5.96130235	7.947040937	5.24008364	6.605995784	6.970974428	7.306159106	5.809303062	4.012976386	6.325134275	5.182038843	3.499029347	6.266075618	4.36119282	2.608215257	3.873278461	3.153485276	3.801206672	3.695247294	4.291976352	1.456534373	2.143681463	1.000931744	3.878320807	1.921793411	2.862234644	4.19065819	2.89127187	1.966288943	2.626780359	1.502451051	1.261018156	1.131967021	0	1.297485354	2.753520023	1.095421188	1.132449205	1.833580709	1.349424807	1.374728689	0.87245375	1.348684157
SD_QD_2020_06_15_bin_23	0	2.664216528	0	0	0	0	1.082768835	0	0	0.960245882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84060245	5.028079677	4.467594256	3.264746614	3.985865462	4.439286217	4.427730904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.664216528	0.871053213	0	1.781728696	1.485384763	0	0	0	1.082768835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977217126	0	1.125803223	0.766620714	0	0	0.863069327	0	0	0	0	0
SD_QD_2020_06_15_bin_26	1.687137227	3.181850755	1.407835167	1.082392378	1.146478768	0.882975025	2.514439945	1.515326812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.181850755	2.403082158	1.661803228	2.953012427	3.376350791	3.763409331	0	1.490653039	2.514439945	2.125031139	1.515326812	0	0	0	1.407835167	1.082392378	1.146478768	0.882975025	0.869692164	0	0	0.974777889	0	0	0	0	0	1.03528554	0.920780978	1.038115857	0	0	0	0.946226081	1.233720914	1.687137227	0	3.279594312	3.20906594	1.018970974	2.202180891	1.465259744	1.427453245	1.549507988	1.051521617	1.209139618	1.511780305	0	4.369758685	2.422535335	6.825730803	10.85348548	3.551852484	3.094031794	5.40443541	5.237281647	6.051077717	3.864565581	0	0	0	0.874149688	0.886521397	0.933856981	0	0	0	0	3.435576201	0	0	0.865879713	1.494872196	1.155164323	0	0.97437141	1.165104501	1.218744695	0.938206165	0.964698551	1.620659426
SD_QD_2020_06_15_bin_29	0	3.296991279	0	0	0	0	2.801388407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.296991279	3.117461059	1.394807815	3.532430856	2.952715612	0.909175536	0	0	2.801388407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971826932	0	0	0	0	1.373265435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.445424631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_35	9.109068426	8.058577385	0	0	1.133723851	0	2.591448939	8.216188793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.058577385	4.477587389	6.212778298	4.582609099	7.535522759	2.068038356	4.331464026	4.857350072	2.591448939	8.212464696	8.216188793	2.094940541	4.648571097	1.48352903	0	0	1.133723851	0	1.975952699	2.186850458	1.282903753	1.823589996	4.336978739	5.617012058	2.738788966	5.517873384	5.130310146	1.941625551	4.019212988	3.148472114	1.695953004	1.574963794	7.70446862	2.963846328	2.688116653	9.109068426	1.077281077	7.19235799	6.253230548	4.733553018	6.140356046	2.790045886	4.007186612	4.882156308	5.018493263	3.678935889	4.220007318	3.183663427	6.370613512	10.14099381	11.31545496	7.310015697	4.652069663	6.962419917	7.821546085	12.61334506	10.96595949	6.102611088	2.131140626	2.918409782	4.396786451	3.090866873	2.05925264	3.199729917	2.766834343	2.47049057	1.322366816	2.824627146	3.834237896	2.299730655	1.815527745	2.541012011	3.974799663	3.856282887	2.267151786	1.730515469	4.467657178	4.497485103	3.084736633	3.639997437	6.030233804
SD_QD_2020_06_15_bin_37	2.266065634	8.695761991	0	0	0	0	11.27569727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.695761991	3.920124853	5.104050412	9.71346263	9.465909704	0	0	0	11.27569727	0	0	1.734784729	0	3.975695601	0	0	0	0	1.128224514	0	0	0	0	0	0	1.623815501	1.997118174	3.71460069	1.304625323	0.963877599	0	1.270879823	0	0	5.390562949	2.266065634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_38	2.82562479	4.357656299	2.369453088	1.610619503	2.777920809	2.203046998	2.524788714	1.555883459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.357656299	4.977809914	4.88950644	5.173399819	5.235997839	5.116051139	1.412788785	2.229670818	2.524788714	0	1.555883459	1.425384222	1.253639497	1.258630222	2.369453088	1.610619503	2.777920809	2.203046998	2.488074097	2.033837481	1.110526358	2.429900655	2.498035645	1.889259706	1.987680224	1.995854202	2.755939175	2.211426617	2.803414798	3.114250396	1.881299295	2.633666138	2.416508396	2.935098144	2.721462149	2.82562479	2.292591919	14.75593182	14.0327327	15.02067761	12.78418729	11.39704622	12.34226039	13.4531638	14.97433392	14.68938674	9.885682367	10.83373649	9.908485505	10.21759777	13.09335793	15.31373522	7.368453039	10.13963816	9.898817743	7.931160735	8.742312241	9.775055909	7.162850925	7.797145631	7.477318454	10.10849564	9.142357173	8.170912922	8.891876263	8.972218437	6.995711695	5.400360593	5.513678862	5.353439732	4.110095142	4.266015678	5.10239287	7.336183039	3.946540522	4.844120192	4.492175453	3.615823527	4.628464478	4.954185061	4.603892768
SD_QD_2020_06_15_bin_4	0	2.724655697	1.198619558	0	1.328713262	1.55156845	4.549443282	0.89490341	0	1.800834189	0.888035106	0	0	0	1.026100585	1.235923777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.724655697	1.612424907	2.477951277	3.38803404	4.11952781	1.231940081	0	0	4.549443282	0	0.89490341	0	0	1.605737408	1.198619558	0	1.328713262	1.55156845	0	0	0	0	0.994268251	0	0	2.064357929	2.299784885	0	0	0	0	0	3.578873348	1.334124793	0	0	0	0	1.331729034	1.145346349	1.414983263	0	0	0	0	0	0	0	1.200878499	0	1.207411339	1.456512497	0	0	0	0	0.967729641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SD_QD_2020_06_15_bin_40	0	1.833408669	4.837949738	4.566835974	3.355664953	3.057615713	2.784862991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.23396756	20.79660061	4.085763131	2.461420769	2.729994556	3.770823049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.954496918	7.983149905	4.230694923	0	5.250228136	0	1.833408669	0	0	1.714428161	1.737659182	0	0	0	2.784862991	0	0	0	0	0	4.837949738	4.566835974	3.355664953	3.057615713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.122769785	0	0	0	0	0	0	0	0	0	0	0	0.86524456	0.778749662	0.865356982	0	0	1.139051153	0.972885936	0	0	0
SD_QD_2020_06_15_bin_41	0	3.735563472	1.303849587	0	1.590110896	1.010605309	1.006660886	0	0	0	0	0	0	0	0	0	0	1.54008553	1.516099572	0	2.062432159	2.016958241	1.728066435	1.501090889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.228413363	4.525324699	11.61235375	4.578726195	4.616699143	5.015433339	6.426057553	7.800306814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.735563472	3.760998271	2.95671872	5.518723106	3.013161367	1.14948415	1.006583723	0	1.006660886	0	0	0.975089721	0	0	1.303849587	0	1.590110896	1.010605309	0	0	0	0	0	0	1.023295538	1.018582353	0.979395086	0	0.93674689	1.357745282	0	0	0	0	2.640678919	0	0	2.222792434	1.743409759	1.556156504	2.152567778	1.028757667	1.103840745	1.602052643	1.659425917	1.692716653	0.88652159	1.362207998	1.338034504	2.035498085	2.333487486	2.827424973	1.4833717	1.186849251	0.966784593	1.556643549	1.933097262	1.261374168	0	1.071724378	0.960740206	1.12118285	0	0	1.471454582	0	0	0.968839677	0.884132304	0	0	0	0	0	0	0	0	0	0	0	0
